hotel_name,reg,state,types,cus_name,phone_no,emel,customer_rating,membership,payment_method,resv_status,meal,assgn_room,cus_seg,room_type,adult,(child),dis_channel,price,nights,package_,gross,disc,disc_amt,sales,dep,d_s,arrival_date,depature_date,ADR,Sales Person,pos,comm_pay,customer_review
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Dr. Mark Singleton MD,444010004658,MD.Dr.50@aol.com,5,Platinum,Credit Card,Check0Out,BB,D,Family,Deluxe Room,3,1,Agoda,650,14,1.120,9.100,10%,910,9.310,300,Refunded,19/11/2024,3/12/2024,"88,55",Kelly,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Stacy Fernandez,455093000724,Fernandez_Stacy@zoho.com,5,Platinum,Credit Card,Check0Out,BB,A,Corporate,Deluxe Room,3,0,Agoda,650,10,600,6.500,10%,650,6.450,300,Refunded,31/12/2024,10/1/2025,149,Kelly,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Cynthia Palmer,467021002343,Cynthia_Palmer78@gmail.com,5,Gold,Credit Card,Check0Out,BB,G,Individual,Deluxe Room,2,0,Booking.com,650,10,400,6.500,5%,325,6.575,300,Refunded,5/1/2024,15/1/2024,195,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Samuel Arroyo,798075609781,Samuel_Arroyo64@verizon.com,5,Gold,Credit Card,Check0Out,BB,E,Corporate,Single Room,1,0,Direct,550,16,320,8.800,5%,440,8.680,300,Refunded,26/11/2024,12/12/2024,164,Leo,Sales Manager,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Leroy Davis,509049607810,Leroy.D@verizon.com,4,Gold,Online Transfer,Check0Out,BB,D,Family,Single Room,1,1,Agoda,550,3,120,1.650,5%,83,1.688,300,Refunded,15/12/2024,18/12/2024,154,Kelly,Sales Executive,15,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Jordan Johnson,661084608516,Jordan_J@mail.com,5,Platinum,Cash,Check0Out,BB,A,Individual,Deluxe Room,2,0,Booking.com,650,14,560,9.100,10%,910,8.750,300,Refunded,26/1/2024,9/2/2024,"120,6",Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Michael Ward,337058509429,Michael_W@aol.com,5,Platinum,Credit Card,Check0Out,BB,D,Corporate,Single Room,1,0,Direct,550,5,100,2.750,10%,275,2.575,300,Refunded,1/8/2024,6/8/2024,"103,5",Leo,Sales Manager,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Tracy Allen,746010302728,Allen_Tracy@gmail.com,4,Gold,Credit Card,Check0Out,BB,D,Corporate,Deluxe Room,3,0,Booking.com,650,5,300,3.250,5%,163,3.388,300,Refunded,13/1/2024,18/1/2024,115,Leo,Sales Manager,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Vincent Williams,122087400638,Vincent_Williams@yahoo.com,4,Gold,Online Transfer,Check0Out,BB,A,Family,Single Room,1,2,Direct,550,9,540,4.950,5%,248,5.243,300,Refunded,24/9/2024,3/10/2024,"95,02",Amy,Sales Executive,15,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Edward Martin,598081109294,EdwardMartin@yandex.com,4,Platinum,Credit Card,Check0Out,BB,E,Corporate,Single Room,1,0,Booking.com,550,2,40,1.100,10%,110,1.030,300,Refunded,4/8/2024,6/8/2024,"132,5",Leo,Sales Manager,15,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Bryan Salas,163054701281,Bryan_Salas@aol.com,5,Platinum,Online Transfer,Check0Out,HB,E,Corporate,Single Room,1,0,Agoda,550,3,60,1.650,10%,165,1.545,300,Refunded,4/3/2024,7/3/2024,209,Leo,Sales Manager,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Julia Little,258013500119,JLittle@zoho.com,4,Gold,Credit Card,Check0Out,BB,A,Individual,Deluxe Room,2,0,Direct,650,13,520,8.450,5%,423,8.548,300,Refunded,21/12/2024,3/1/2025,"95,02",Amy,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Daniel Chen,882030708436,Daniel.Chen@att.com,4,Platinum,Credit Card,Check0Out,BB,E,Family,Studio,2,2,Booking.com,1.650,3,240,4.950,10%,495,4.695,300,Refunded,15/5/2024,18/5/2024,"132,5",Amy,Sales Executive,25,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Brandon Jordan,226068106703,Brandon_Jordan74@xfinity.com,5,Platinum,Cash,Check0Out,HB,C,Corporate,Single Room,1,0,Agoda,550,14,280,7.700,10%,770,7.210,300,Refunded,5/8/2024,19/8/2024,180,Leo,Sales Manager,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Amanda Reyes,196097202873,AmandaReyes@zoho.com,5,Platinum,Credit Card,Check0Out,BB,A,Corporate,Deluxe Room,3,0,Booking.com,650,2,120,1.300,10%,130,1.290,300,Refunded,20/4/2024,22/4/2024,"103,18",Kelly,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Bruce Cannon DDS,742069804931,Bruce_D@yahoo.com,5,Platinum,Online Transfer,Check0Out,HB,E,Corporate,Single Room,1,0,Direct,550,11,220,6.050,10%,605,5.665,300,Refunded,1/5/2024,12/5/2024,"174,01",Kelly,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Mia Alexander,420080309255,Mia_A@xfinity.com,5,Gold,Credit Card,Check0Out,HB,A,Family,Single Room,1,1,Booking.com,550,8,320,4.400,5%,220,4.500,300,Refunded,5/4/2024,13/4/2024,133,Leo,Sales Manager,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Veronica Lane,502007401241,Veronica.Lane81@zoho.com,5,Gold,Credit Card,Check0Out,HB,A,Corporate,Deluxe Room,3,0,Direct,650,3,180,1.950,5%,98,2.033,300,Refunded,22/2/2024,25/2/2024,133,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Travis Johnson,261053709303,TJohnson@comcast.net,5,Platinum,Online Transfer,Check0Out,BB,A,Corporate,Deluxe Room,3,0,Direct,650,4,240,2.600,10%,260,2.580,300,Refunded,13/5/2024,17/5/2024,"107,2",Amy,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Kathryn Chung,317015106019,Kathryn.Chung41@mail.com,5,Platinum,Cash,Check0Out,BB,I,Individual,Deluxe Room,2,0,Booking.com,650,2,80,1.300,10%,130,1.250,300,Refunded,1/3/2024,3/3/2024,0,Leo,Sales Manager,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Laura Harmon,233088608006,Laura.Harmon20@yahoo.com,4,N/A,Cash,Check0Out,BB,H,Family,Royal Suite,3,2,Agoda,1.800,2,200,3.600,0%,0,3.800,300,Refunded,12/7/2024,14/7/2024,210,Kelly,Sales Executive,30,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Bradley Dean,268002603182,Bradley.D86@yahoo.com,5,Gold,Online Transfer,Check0Out,BB,E,Individual,Deluxe Room,2,0,Direct,650,14,560,9.100,5%,455,9.205,300,Refunded,19/6/2024,3/7/2024,145,Amy,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Julie Bradley,135077806490,Julie.B@comcast.net,4,Gold,Credit Card,Check0Out,BB,G,Corporate,Single Room,1,0,Direct,550,4,80,2.200,5%,110,2.170,300,Refunded,30/5/2024,3/6/2024,195,Kelly,Sales Executive,15,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,George Lewis,868010806845,Lewis_George21@verizon.com,4,Gold,Credit Card,Check0Out,HB,A,Individual,Deluxe Room,2,0,Direct,650,10,400,6.500,5%,325,6.575,300,Refunded,13/1/2024,23/1/2024,"124,2",Kelly,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Phillip Bass,435010006441,Phillip_Bass@yandex.com,5,Gold,Credit Card,Check0Out,HB,D,Family,Deluxe Room,2,1,Direct,650,14,840,9.100,5%,455,9.485,300,Refunded,17/11/2024,1/12/2024,167,Kelly,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Jennifer Wood,871062706390,Jennifer.Wood65@mail.com,5,Platinum,Online Transfer,Check0Out,BB,F,Corporate,Deluxe Room,3,0,Booking.com,650,13,780,8.450,10%,845,8.385,300,Refunded,14/12/2024,27/12/2024,145,Kelly,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Jennifer Summers,290061606061,Jennifer_S@gmail.com,5,Platinum,Online Transfer,Check0Out,HB,E,Corporate,Deluxe Room,3,0,Booking.com,650,6,360,3.900,10%,390,3.870,300,Refunded,20/10/2024,26/10/2024,166,Kelly,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Howard Warren,545014109140,Warren_Howard@protonmail.com,4,Platinum,Online Transfer,Check0Out,BB,G,Corporate,Single Room,1,0,Agoda,550,10,200,5.500,10%,550,5.150,300,Refunded,27/12/2024,6/1/2025,115,Kelly,Sales Executive,15,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Mandy Elliott,185038600933,MandyElliott68@gmail.com,5,Platinum,Online Transfer,Check0Out,HB,E,Family,Single Room,1,2,Agoda,550,10,600,5.500,10%,550,5.550,300,Refunded,12/1/2024,22/1/2024,166,Leo,Sales Manager,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Jared Wilson,101022905263,Jared.W@xfinity.com,5,Platinum,Credit Card,Check0Out,BB,A,Corporate,Deluxe Room,3,0,Direct,650,9,540,5.850,10%,585,5.805,300,Refunded,23/7/2024,1/8/2024,"120,6",Kelly,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Ashley Hoffman,742056103040,AshleyHoffman@protonmail.com,4,Gold,Cash,Check0Out,BB,F,Corporate,Single Room,1,0,Agoda,550,16,320,8.800,5%,440,8.680,300,Refunded,7/4/2024,23/4/2024,162,Leo,Sales Manager,15,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Jessica Harris,764060202138,Harris_Jessica69@verizon.com,3,Platinum,Online Transfer,Check0Out,BB,D,Corporate,Single Room,1,0,Direct,550,3,60,1.650,10%,165,1.545,300,Refunded,30/8/2024,2/9/2024,153,Kelly,Sales Executive,15,Good
"Lexis Suites, Penang",North,Penang,City Hotel,Lydia Allen,198004607004,LAllen@verizon.com,4,Platinum,Cash,Check0Out,HB,C,Family,Single Room,1,2,Booking.com,550,10,600,5.500,10%,550,5.550,300,Refunded,27/6/2024,7/7/2024,"133,2",Leo,Sales Manager,15,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Brianna Baker,770065303868,Brianna_B62@gmail.com,5,Gold,Credit Card,Check0Out,BB,D,Corporate,Deluxe Room,3,0,Direct,650,2,120,1.300,5%,65,1.355,300,Refunded,15/11/2024,17/11/2024,134,Kelly,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Dylan Williams,817042303325,DWilliams@comcast.net,5,Platinum,Credit Card,Check0Out,BB,A,Corporate,Single Room,1,0,Booking.com,550,7,140,3.850,10%,385,3.605,300,Refunded,17/8/2024,24/8/2024,107,Kelly,Sales Executive,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Christian Weber,259060706558,Christian.W@aol.com,5,Gold,Online Transfer,Check0Out,HB,F,Individual,Deluxe Room,2,0,Agoda,650,14,560,9.100,5%,455,9.205,300,Refunded,6/6/2024,20/6/2024,145,Kelly,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Tonya Williams,581048800759,Tonya.W@hotmail.com,4,Gold,Cash,Check0Out,HB,C,Family,Studio,3,2,Direct,1.650,12,1.200,19.800,5%,990,20.010,300,Refunded,27/12/2024,8/1/2025,145,Kelly,Sales Executive,25,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Dr. Brandon Murphy MD,184002508890,Dr..MD@protonmail.com,4,Gold,Credit Card,Check0Out,BB,A,Corporate,Single Room,1,0,Booking.com,550,2,40,1.100,5%,55,1.085,300,Refunded,27/7/2024,29/7/2024,107,Leo,Sales Manager,15,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Kevin Randall,116073001556,Randall.Kevin22@hotmail.com,4,Gold,Credit Card,Check0Out,BB,F,Corporate,Single Room,1,0,Booking.com,550,10,200,5.500,5%,275,5.425,300,Refunded,29/9/2024,9/10/2024,"167,2",Kelly,Sales Executive,15,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Dalton Smith,319056404843,Dalton_Smith@yandex.com,4,Gold,Credit Card,Check0Out,BB,A,Corporate,Deluxe Room,3,0,Agoda,650,15,900,9.750,5%,488,10.163,300,Refunded,17/12/2024,1/1/2025,134,Amy,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Matthew Nichols,945028303824,Nichols_Matthew24@aol.com,5,Gold,Credit Card,Check0Out,BB,C,Family,Royal Suite,4,2,Agoda,1.800,13,1.560,23.400,5%,1.170,23.790,300,Refunded,26/1/2024,8/2/2024,130,Kelly,Sales Executive,30,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Christopher Preston,529021409194,CPreston@mail.com,5,Gold,Credit Card,Check0Out,BB,E,Corporate,Deluxe Room,3,0,Direct,650,9,540,5.850,5%,293,6.098,300,Refunded,27/11/2024,6/12/2024,164,Leo,Sales Manager,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Andrea Rodriguez,888067602068,Rodriguez_Andrea@mail.com,5,Platinum,Online Transfer,Check0Out,HB,D,Corporate,Deluxe Room,3,0,Booking.com,650,12,720,7.800,10%,780,7.740,300,Refunded,29/3/2024,10/4/2024,149,Amy,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Donna Garcia,169056902884,DonnaGarcia20@xfinity.com,5,N/A,Online Transfer,Check0Out,BB,D,Corporate,Single Room,1,0,Booking.com,550,11,220,6.050,0%,0,6.270,300,Refunded,28/10/2024,8/11/2024,154,Kelly,Sales Executive,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Tracey Morgan,338074501517,Morgan.Tracey@att.com,5,Platinum,Credit Card,Check0Out,BB,G,Family,Deluxe Room,2,1,Agoda,650,11,660,7.150,10%,715,7.095,300,Refunded,29/2/2024,11/3/2024,195,Leo,Sales Manager,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Gregory Blevins,233006000626,Gregory.Blevins80@verizon.com,4,Platinum,Online Transfer,Check0Out,BB,A,Corporate,Deluxe Room,3,0,Agoda,650,14,840,9.100,10%,910,9.030,300,Refunded,5/1/2024,19/1/2024,134,Amy,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Miss Patricia Davidson,261007905872,Miss.Davidson@att.com,4,Gold,Credit Card,Check0Out,BB,A,Corporate,Single Room,1,0,Agoda,550,3,60,1.650,5%,83,1.628,300,Refunded,30/4/2024,3/5/2024,"107,2",Kelly,Sales Executive,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Krista Christensen,222024301300,KristaChristensen@xfinity.com,5,Gold,Credit Card,Check0Out,HB,A,Corporate,Deluxe Room,3,0,Booking.com,650,7,420,4.550,5%,228,4.743,300,Refunded,4/3/2024,11/3/2024,164,Amy,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Shannon Salazar,990092907937,Shannon_S@verizon.com,5,Gold,Online Transfer,Check0Out,HB,A,Family,Studio,2,2,Direct,1.650,7,560,11.550,5%,578,11.533,300,Refunded,11/1/2024,18/1/2024,"183,45",Leo,Sales Manager,25,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Cindy Rodriguez,746095009456,CRodriguez@outlook.com,5,Platinum,Credit Card,Check0Out,HB,A,Corporate,Single Room,1,0,Agoda,550,10,200,5.500,10%,550,5.150,300,Refunded,21/12/2024,31/12/2024,"159,6",Kelly,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Sarah Sanders,846064600178,Sarah.Sanders@comcast.net,5,Gold,Online Transfer,Check0Out,BB,A,Corporate,Single Room,1,0,Agoda,550,15,300,8.250,5%,413,8.138,300,Refunded,15/9/2024,30/9/2024,"120,6",Amy,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Ryan Long,279017807447,RyanLong@xfinity.com,5,Platinum,Online Transfer,Check0Out,BB,E,Individual,Deluxe Room,2,0,Agoda,650,12,480,7.800,10%,780,7.500,300,Refunded,25/11/2024,7/12/2024,164,Kelly,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Thomas Dixon,808055005279,Thomas.Dixon@verizon.com,5,Gold,Cash,Check0Out,BB,G,Family,Deluxe Room,3,1,Direct,650,3,240,1.950,5%,98,2.093,300,Refunded,12/10/2024,15/10/2024,"219,43",Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Matthew Wood,841015406448,Matthew.W68@yahoo.com,5,Gold,Online Transfer,Check0Out,BB,A,Individual,Deluxe Room,3,0,Booking.com,650,3,180,1.950,5%,98,2.033,300,Refunded,3/5/2024,6/5/2024,134,Kelly,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Darryl Hernandez,748045801794,Darryl_H@hotmail.com,5,Platinum,Credit Card,Check0Out,BB,E,Corporate,Deluxe Room,3,0,Booking.com,650,1,60,650,10%,65,645,300,Refunded,2/10/2024,3/10/2024,164,Kelly,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Diana Singleton,641025707229,Singleton_Diana@gmail.com,4,Gold,Credit Card,Check0Out,BB,A,Corporate,Single Room,1,0,Direct,550,1,20,550,5%,28,543,300,Refunded,9/1/2024,10/1/2024,"107,2",Kelly,Sales Executive,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Stacey Brewer,907009901001,Brewer_Stacey@hotmail.com,5,Platinum,Online Transfer,Check0Out,BB,D,Family,Single Room,1,1,Direct,550,13,520,7.150,10%,715,6.955,300,Refunded,5/8/2024,18/8/2024,"102,72",Amy,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Kimberly Phillips,282058003008,Kimberly_P16@protonmail.com,4,Gold,Online Transfer,Check0Out,BB,E,Individual,Deluxe Room,2,0,Booking.com,650,5,200,3.250,5%,163,3.288,300,Refunded,4/10/2024,9/10/2024,"114,85",Amy,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Drew Olson,845004706194,Olson.Drew@aol.com,5,Platinum,Credit Card,Check0Out,BB,E,Corporate,Single Room,1,0,Direct,550,15,300,8.250,10%,825,7.725,300,Refunded,2/6/2024,17/6/2024,"114,85",Amy,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Jeremy Jefferson,715080205941,Jeremy_Jefferson@att.com,4,Platinum,Credit Card,Check0Out,BB,E,Individual,Deluxe Room,2,0,Booking.com,650,16,640,10.400,10%,1.040,10.000,300,Refunded,7/3/2024,23/3/2024,135,Leo,Sales Manager,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Natalie Richardson,542057806042,NatalieRichardson31@yandex.com,5,Gold,Credit Card,Check0Out,BB,G,Family,Royal Suite,3,3,Agoda,1.800,14,1.680,25.200,5%,1.260,25.620,300,Refunded,3/7/2024,17/7/2024,195,Leo,Sales Manager,30,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Christina Torres,782082503176,Christina_T39@protonmail.com,5,Gold,Credit Card,Check0Out,BB,D,Individual,Deluxe Room,2,0,Agoda,650,15,600,9.750,5%,488,9.863,300,Refunded,24/11/2024,9/12/2024,173,Kelly,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Jacob Taylor,266087003906,Taylor_Jacob@comcast.net,4,Platinum,Credit Card,Check0Out,BB,A,Individual,Deluxe Room,2,0,Direct,650,3,120,1.950,10%,195,1.875,300,Refunded,25/9/2024,28/9/2024,107,Bernice,Sales Executive,20,Very Good
"Lexis Suites, Penang",North,Penang,City Hotel,Mrs. Kelly Dominguez,724096805293,MDominguez61@xfinity.com,5,Gold,Credit Card,Check0Out,BB,A,Corporate,Deluxe Room,3,0,Booking.com,650,8,480,5.200,5%,260,5.420,300,Refunded,23/4/2024,1/5/2024,107,Kelly,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Wayne Allison,918065400454,Wayne_A@yahoo.com,2,Platinum,Credit Card,Check0Out,BB,F,Family,Deluxe Room,2,1,Agoda,650,6,360,3.900,10%,390,3.870,300,Refunded,31/7/2024,6/8/2024,164,Leo,Sales Manager,20,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Michelle Hall DDS,636097100504,DDS.Michelle@mail.com,5,Platinum,Credit Card,Check0Out,BB,D,Corporate,Single Room,1,0,Agoda,550,2,40,1.100,10%,110,1.030,300,Refunded,24/3/2024,26/3/2024,"138,8",Leo,Sales Manager,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Antonio Ferguson,486097504010,Antonio_F@yandex.com,5,Gold,Cash,Check0Out,BB,D,Corporate,Deluxe Room,3,0,Direct,650,16,960,10.400,5%,520,10.840,300,Refunded,28/7/2024,13/8/2024,154,Bernice,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Ashley Farley,713066805156,Farley_Ashley@gmail.com,5,Platinum,Credit Card,Check0Out,BB,D,Individual,Deluxe Room,2,0,Agoda,650,2,80,1.300,10%,130,1.250,300,Refunded,15/2/2024,17/2/2024,135,Bernice,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Michael Montgomery,447074207376,Michael.Montgomery80@gmail.com,5,Platinum,Credit Card,Check0Out,BB,A,Family,Deluxe Room,2,1,Direct,650,9,540,5.850,10%,585,5.805,300,Refunded,20/3/2024,29/3/2024,"103,18",Bernice,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Gabriel Mills,250015503297,GMills@protonmail.com,5,Platinum,Cash,Check0Out,BB,D,Corporate,Deluxe Room,3,0,Booking.com,650,12,720,7.800,10%,780,7.740,300,Refunded,10/1/2024,22/1/2024,"115,5",Bernice,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Brent Aguilar,880043001082,Aguilar_Brent@mail.com,5,Platinum,Credit Card,Check0Out,BB,D,Corporate,Single Room,1,0,Booking.com,550,9,180,4.950,10%,495,4.635,300,Refunded,16/5/2024,25/5/2024,"90,95",Bernice,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Ian Ray,176007305188,Ian.R@verizon.com,3,Gold,Cash,Check0Out,HB,I,Corporate,Deluxe Room,3,0,Agoda,650,2,120,1.300,5%,65,1.355,300,Refunded,13/12/2024,15/12/2024,0,Kelly,Sales Executive,20,Good
"Lexis Suites, Penang",North,Penang,City Hotel,Sean Hall,304045600081,Sean.Hall@gmail.com,5,Gold,Online Transfer,Check0Out,BB,A,Family,Royal Suite,3,2,Agoda,1.800,15,1.500,27.000,5%,1.350,27.150,300,Refunded,16/12/2024,31/12/2024,"108,54",Bernice,Sales Executive,30,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Jeffrey Craig,985000300462,Jeffrey.Craig@gmail.com,5,Platinum,Credit Card,Check0Out,BB,E,Individual,Deluxe Room,2,0,Direct,650,6,240,3.900,10%,390,3.750,300,Refunded,30/7/2024,5/8/2024,146,Kelly,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Andrea Mclaughlin,655074700750,Andrea.Mclaughlin@verizon.com,5,Platinum,Credit Card,Check0Out,BB,D,Corporate,Deluxe Room,3,0,Booking.com,650,12,720,7.800,10%,780,7.740,300,Refunded,22/5/2024,3/6/2024,"165,4",Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang,City Hotel,Stephanie Burch,562038504037,Stephanie.B@zoho.com,5,Platinum,Cash,Check0Out,BB,C,Individual,Deluxe Room,2,0,Agoda,650,16,640,10.400,10%,1.040,10.000,300,Refunded,30/7/2024,15/8/2024,134,Kelly,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Julie Powers,284099600209,Powers_Julie@xfinity.com,5,Platinum,Credit Card,Check0Out,HB,D,Family,Studio,2,2,Booking.com,1.650,2,160,3.300,10%,330,3.130,300,Refunded,13/4/2024,15/4/2024,133,Derek,Sales Executive,25,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Stanley Jones,865094902060,StanleyJones20@zoho.com,4,Gold,Credit Card,Check0Out,HB,H,Individual,Deluxe Room,2,0,Booking.com,650,5,200,3.250,5%,163,3.288,300,Refunded,2/11/2024,7/11/2024,240,Leo,Sales Manager,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel,Carla Harris,325004905256,CarlaHarris@protonmail.com,5,Gold,Credit Card,Check0Out,HB,D,Individual,Deluxe Room,3,0,Direct,650,15,900,9.750,5%,488,10.163,300,Refunded,23/5/2024,7/6/2024,157,Leo,Sales Manager,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel,Brett Jones,379060709199,Brett.Jones@outlook.com,4,Gold,Cash,Check0Out,BB,H,Corporate,Single Room,1,0,Direct,550,2,40,1.100,5%,55,1.085,300,Refunded,22/5/2024,24/5/2024,188,Derek,Sales Executive,15,Very Good
